ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,FRACROTBOND,CHIRALCENTERS,FORMALCHARGE
UNPD_subset_A_5965,C=CCC(CC(CC(CC(CC(CC(CC(CCCCCC(CCC)OC)OC)OC)OC)OC)OC)OC)OC,UNPD_A,8,0,6.773700000000008,73.84000000000002,590.8830000000004,0.9393939393939394,41,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.75,8,0
UNPD_subset_A_5966,CCCCCCCCCCCCCCC(C)CCCC(C)CCCC(C)CCCCCCCC,UNPD_A,0,0,13.077099999999977,0.0,478.9340000000005,1.0,34,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84848487,3,0
UNPD_subset_A_5967,CC(C)CCS,UNPD_A,1,1,1.9623000000000004,0.0,104.218,1.0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0
UNPD_subset_A_5968,CCCCCCCCCCCCCCCCCCCCCCCCC(C)CC(C)CCCCCCCCCCCCCC,UNPD_A,0,0,16.732099999999964,0.0,605.1770000000001,1.0,43,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90476191,2,0
UNPD_subset_A_5969,CCCc1ccc2ccccc2n1,UNPD_A,1,0,3.1873000000000014,12.89,171.24299999999997,0.25,13,2,1,2,0,0,1,1,2,0,10,0,0,0,0,0,1,0,0.14285715,0,0
UNPD_subset_A_5970,CCCCC=CCCC=CCCCCCCCCCCC,UNPD_A,0,0,7.990100000000007,0.0,292.551,0.8095238095238095,21,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0
UNPD_subset_A_5971,CC=CCC,UNPD_A,0,0,1.9725,0.0,70.135,0.6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
UNPD_subset_A_5972,CCC(CC)CCC(C)C,UNPD_A,0,0,3.858800000000003,0.0,142.286,1.0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558,0,0
UNPD_subset_A_5973,CCCCCCCCCCC(C)CCCCCC,UNPD_A,0,0,7.123700000000008,0.0,254.50199999999992,1.0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82352942,1,0
UNPD_subset_A_5974,Cc1ccc(C)c2ccccc12,UNPD_A,0,0,3.456640000000002,0.0,156.228,0.1666666666666666,12,2,0,0,0,0,2,0,2,0,10,0,0,0,0,0,0,0,0.0,0,0
